ISSCAAP,TAXOCODE,3A_CODE,Scientific_name,English_name,Family,Order
38,1100801007,RMM,Mobula mobular,Devil fish,Mobulidae,RAJIFORMES
38,1100801008,RMU,Mobula munkiana,Munk's devil ray,Mobulidae,RAJIFORMES
38,1100801009,RMR,Mobula robertsi,,Mobulidae,RAJIFORMES
38,1100801010,RMN,Mobula rochebrunei,Lesser Guinean devil ray,Mobulidae,RAJIFORMES
38,1100801011,RMT,Mobula tarapacana,Chilean devil ray,Mobulidae,RAJIFORMES
38,1100801012,RMO,Mobula thurstoni,Smoothtail mobula,Mobulidae,RAJIFORMES
38,11008010XX,RMV,Mobula spp,Mobula nei,Mobulidae,RAJIFORMES
38,11008XXXXX,MAN,Mobulidae,"Mantas, devil rays nei",Mobulidae,RAJIFORMES
38,1101001501,RGL,Gymnura altavela,Spiny butterfly ray,Gymnuridae,RAJIFORMES
38,1101001502,RGU,Gymnura australis,Australian butterfly ray,Gymnuridae,RAJIFORMES
38,1101001503,RGC,Gymnura crebripunctata,Longsnout butterfly ray,Gymnuridae,RAJIFORMES
38,1101001504,RGJ,Gymnura japonica,Japanese butterflyray,Gymnuridae,RAJIFORMES
38,1101001505,RGM,Gymnura marmorata,California butterfly ray,Gymnuridae,RAJIFORMES
38,1101001506,RGI,Gymnura micrura,Smooth butterfly ray,Gymnuridae,RAJIFORMES
38,1101001507,RGP,Gymnura poecilura,Long-tailed butterfly ray,Gymnuridae,RAJIFORMES
38,1101001508,RGT,Gymnura tentaculata,Tentacled butterfly ray,Gymnuridae,RAJIFORMES
38,1101001509,RGZ,Gymnura zonura,Zonetail butterfly ray,Gymnuridae,RAJIFORMES
38,11010015XX,RBY,Gymnura spp,Butterfly rays nei,Gymnuridae,RAJIFORMES
38,1101200101,HHB,Hexatrygon bickelli,Sixgill stingray,Hexatrygonidae,RAJIFORMES
38,1101200102,HHL,Hexatrygon longirostra,,Hexatrygonidae,RAJIFORMES
38,1101300101,RTJ,Trygonoptera javanica,,Urolophidae,RAJIFORMES
38,1101300102,RTK,Trygonoptera kaiana,,Urolophidae,RAJIFORMES
38,1101300103,RTU,Trygonoptera mucosa,Western shovelnose stingaree,Urolophidae,RAJIFORMES
38,1101300104,RTO,Trygonoptera ovalis,Striped stingaree,Urolophidae,RAJIFORMES
38,1101300105,RTP,Trygonoptera personata,Masked stingaree,Urolophidae,RAJIFORMES
38,1101300201,RUR,Urolophus armatus,,Urolophidae,RAJIFORMES
38,1101300202,RUU,Urolophus aurantiacus,,Urolophidae,RAJIFORMES
38,1101300203,RUC,Urolophus bucculentus,Sandyback stingaree,Urolophidae,RAJIFORMES
38,1101300204,RUI,Urolophus circularis,Circular stingaree,Urolophidae,RAJIFORMES
38,1101300205,RUO,Urolophus concentricus,Spot-on-spot round ray,Urolophidae,RAJIFORMES
38,1101300206,RUT,Urolophus cruciatus,Crossback stingaree,Urolophidae,RAJIFORMES
38,1101300207,RUE,Urolophus expansus,Wide stingaree,Urolophidae,RAJIFORMES
38,1101300208,RUV,Urolophus flavomosaicus,Patchwork stingaree,Urolophidae,RAJIFORMES
38,1101300209,RUG,Urolophus gigas,Spotted stingaree,Urolophidae,RAJIFORMES
38,1101300210,RUH,Urolophus halleri,Haller's round ray,Urolophidae,RAJIFORMES
38,1101300211,RUJ,Urolophus jamaicensis,Yellow stingray,Urolophidae,RAJIFORMES
38,1101300212,RUL,Urolophus lobatus,Lobed stingaree,Urolophidae,RAJIFORMES
38,1101300213,RUM,Urolophus maculatus,Spotted round ray,Urolophidae,RAJIFORMES
38,1101300214,RUK,Urolophus mitosis,Mitotic stingaree,Urolophidae,RAJIFORMES
38,1101300215,RUQ,Urolophus orarius,Coastal stingaree,Urolophidae,RAJIFORMES
38,1101300216,RUP,Urolophus paucimaculatus,Sparsely-spotted stingaree,Urolophidae,RAJIFORMES
38,1101300217,RUX,Urolophus sufflavus,Yellowback stingaree,Urolophidae,RAJIFORMES
38,1101300218,RUY,Urolophus testaceus,Common stingaree,Urolophidae,RAJIFORMES
38,1101300219,RUZ,Urolophus viridis,Greenback stingaree,Urolophidae,RAJIFORMES
38,1101300220,RUW,Urolophus westraliensis,Brown stingaree,Urolophidae,RAJIFORMES
38,11013002XX,RVX,Urolophus spp,,Urolophidae,RAJIFORMES
38,1101300301,JUA,Urotrygon aspidura,Spiny-tail round ray,Urolophidae,RAJIFORMES
38,1101300302,JUC,Urotrygon chilensis,Chilean round ray,Urolophidae,RAJIFORMES
38,1101300303,JUM,Urotrygon microphthalmum,,Urolophidae,RAJIFORMES
38,1101300304,JUU,Urotrygon munda,Munda round ray,Urolophidae,RAJIFORMES
38,1101300305,JUN,Urotrygon nana,Dwarf round ray,Urolophidae,RAJIFORMES
38,1101300306,JUR,Urotrygon reticulata,Reticulate round ray,Urolophidae,RAJIFORMES
38,1101300307,JUO,Urotrygon rogersi,Rogers' round ray,Urolophidae,RAJIFORMES
38,1101300308,JUS,Urotrygon simulatrix,Fake round ray,Urolophidae,RAJIFORMES
38,1101400101,RAM,Anacanthobatis americanus,,Anacanthobatidae,RAJIFORMES
38,1101400102,RAO,Anacanthobatis borneensis,,Anacanthobatidae,RAJIFORMES
38,1101400103,RAU,Anacanthobatis marmoratus,Spotted legskate,Anacanthobatidae,RAJIFORMES
38,1101400104,RAN,Anacanthobatis melanosoma,,Anacanthobatidae,RAJIFORMES
38,1101400105,RAH,Anacanthobatis ori,Black legskate,Anacanthobatidae,RAJIFORMES
38,1101500101,RPD,Plesiobatis daviesi,Deep-water stingray,Plesiobatidae,RAJIFORMES
38,110XXXXXXX,SRX,Rajiformes,"Rays, stingrays, mantas nei",,RAJIFORMES
38,1110100201,TTB,Torpedo bauchotae,Rosette torpedo,Torpedinidae,TORPEDINIFORMES
38,1110100202,TTC,Torpedo californica,Pacific electric ray,Torpedinidae,TORPEDINIFORMES
38,1110100203,TTF,Torpedo fairchildi,New Zealand torpedo,Torpedinidae,TORPEDINIFORMES
38,1110100204,TTU,Torpedo fuscomaculata,Black-spotted torpedo,Torpedinidae,TORPEDINIFORMES
38,1110100205,TTN,Torpedo mackayana,Ringed torpedo,Torpedinidae,TORPEDINIFORMES
38,1110100206,TTI,Torpedo macneilli,Shorttail torpedo,Torpedinidae,TORPEDINIFORMES
38,1110100207,TTR,Torpedo marmorata,Marbled electric ray,Torpedinidae,TORPEDINIFORMES
38,1110100208,TTO,Torpedo nobiliana,Electric ray,Torpedinidae,TORPEDINIFORMES
38,1110100209,TTT,Torpedo panthera,Panther electric ray,Torpedinidae,TORPEDINIFORMES
38,1110100210,TTD,Torpedo peruana,Peruvian torpedo,Torpedinidae,TORPEDINIFORMES
38,1110100211,TTJ,Torpedo sinuspersici,Variable torpedo ray,Torpedinidae,TORPEDINIFORMES
38,1110100212,TTQ,Torpedo tokionis,Trapezoid torpedo,Torpedinidae,TORPEDINIFORMES
38,1110100213,TTV,Torpedo torpedo,Common torpedo,Torpedinidae,TORPEDINIFORMES
38,1110100214,TTW,Torpedo tremens,Chilean torpedo,Torpedinidae,TORPEDINIFORMES
38,1110100215,TZP,Torpedo puelcha,Argentine torpedo,Torpedinidae,TORPEDINIFORMES
38,11101002XX,TOE,Torpedo spp,Torpedo rays,Torpedinidae,TORPEDINIFORMES
38,1110100501,TTP,Hypnos monopterygium,Australian numbfish,Torpedinidae,TORPEDINIFORMES
38,11101XXXXX,TOD,Torpedinidae,Electric rays nei,Torpedinidae,TORPEDINIFORMES
38,1110200101,TNB,Benthobatis marcida,Blind torpedo,Narcinidae,TORPEDINIFORMES
38,1110200201,TNC,Crassinarke dormitor,,Narcinidae,TORPEDINIFORMES
38,1110200301,TND,Diplobatis ommata,Ocellated electric ray,Narcinidae,TORPEDINIFORMES
38,1110200302,TNP,Diplobatis picta,,Narcinidae,TORPEDINIFORMES
38,1110200401,TNY,Discopyge tschudii,,Narcinidae,TORPEDINIFORMES
38,1110200501,TNH,Heteronarce garmani,Natal electric ray,Narcinidae,TORPEDINIFORMES
38,1110200502,TNM,Heteronarce mollis,,Narcinidae,TORPEDINIFORMES
38,1110200601,TNA,Narcine brasiliensis,Brazilian electric ray,Narcinidae,TORPEDINIFORMES
38,1110200602,TNR,Narcine brevilabiata,,Narcinidae,TORPEDINIFORMES
38,1110200603,TNU,Narcine brunnea,Brown numbfish,Narcinidae,TORPEDINIFORMES
38,1110200604,TNE,Narcine entemedor,Giant electric ray,Narcinidae,TORPEDINIFORMES
38,1110200605,TNI,Narcine indica,,Narcinidae,TORPEDINIFORMES
38,1110200606,TNL,Narcine lingula,,Narcinidae,TORPEDINIFORMES
38,1110200607,TNO,Narcine prodorsalis,,Narcinidae,TORPEDINIFORMES
38,1110200608,TNN,Narcine rierai,Slender electric ray,Narcinidae,TORPEDINIFORMES
38,1110200609,TNT,Narcine tasmaniensis,Tasmanian numbfish,Narcinidae,TORPEDINIFORMES
38,1110200610,TNQ,Narcine timlei,Spotted numbfish,Narcinidae,TORPEDINIFORMES
38,1110200611,TNV,Narcine vermiculatus,Vermiculate electric ray,Narcinidae,TORPEDINIFORMES
38,1110200612,TNW,Narcine westraliensis,Banded numbfish,Narcinidae,TORPEDINIFORMES
38,1110200701,TNK,Narke capensis,Onefin electric ray,Narcinidae,TORPEDINIFORMES
38,1110200702,TNG,Narke dipterygia,Numbray,Narcinidae,TORPEDINIFORMES
38,1110200703,TNJ,Narke japonica,,Narcinidae,TORPEDINIFORMES
38,1110200801,NTH,Temera hardwickii,,Narcinidae,TORPEDINIFORMES
38,1110200901,NTY,Typhlonarke aysoni,Blind electric ray,Narcinidae,TORPEDINIFORMES
38,1110200902,NTT,Typhlonarke tarakea,Oval electric ray,Narcinidae,TORPEDINIFORMES
38,111XXXXXXX,TOF,Torpediniformes,"Electric rays, etc.nei",,TORPEDINIFORMES
38,1120100301,CMO,Chimaera monstrosa,Rabbit fish,Chimaeridae,CHIMAERIFORMES
38,1120100302,CMH,Chimaera phantasma,Silver chimaera,Chimaeridae,CHIMAERIFORMES
38,1120100303,CMS,Chimaera jordani,,Chimaeridae,CHIMAERIFORMES
38,1120100304,CMW,Chimaera owstoni,,Chimaeridae,CHIMAERIFORMES
38,1120100305,CMU,Chimaera cubana,,Chimaeridae,CHIMAERIFORMES
38,11201003XX,CWM,Chimaera spp,,Chimaeridae,CHIMAERIFORMES
38,1120100401,RAT,Hydrolagus colliei,Spotted ratfish,Chimaeridae,CHIMAERIFORMES
38,1120100402,CYA,Hydrolagus affinis,Smalleyed rabbitfish,Chimaeridae,CHIMAERIFORMES
38,1120100403,CYF,Hydrolagus africanus,African chimaera,Chimaeridae,CHIMAERIFORMES
38,1120100404,CYL,Hydrolagus alberti,,Chimaeridae,CHIMAERIFORMES
38,1120100405,CYB,Hydrolagus barbouri,,Chimaeridae,CHIMAERIFORMES
38,1120100406,CYD,Hydrolagus deani,Philippine chimaera,Chimaeridae,CHIMAERIFORMES
38,1120100407,CYI,Hydrolagus eidolon,,Chimaeridae,CHIMAERIFORMES
38,1120100408,CYS,Hydrolagus lemures,Blackfin ghostshark,Chimaeridae,CHIMAERIFORMES
38,1120100409,CYH,Hydrolagus mirabilis,Large-eyed rabbitfish,Chimaeridae,CHIMAERIFORMES
38,1120100410,CYX,Hydrolagus mitsukurii,,Chimaeridae,CHIMAERIFORMES
38,1120100411,CYV,Hydrolagus novaezealandiae,Dark ghost shark,Chimaeridae,CHIMAERIFORMES
38,1120100412,CYJ,Hydrolagus ogilbyi,,Chimaeridae,CHIMAERIFORMES
38,1120100413,CYZ,Hydrolagus pallidus,,Chimaeridae,CHIMAERIFORMES
38,1120100414,CHV,Hydrolagus purpurescens,Purple chimaera,Chimaeridae,CHIMAERIFORMES
38,11201004XX,HYD,Hydrolagus spp,Ratfishes nei,Chimaeridae,CHIMAERIFORMES
38,1120200101,RCT,Rhinochimaera atlantica,Straightnose rabbitfish,Rhinochimaeridae,CHIMAERIFORMES
38,1120200102,RCP,Rhinochimaera pacifica,Pacific spookfish,Rhinochimaeridae,CHIMAERIFORMES
38,11202001XX,RHC,Rhinochimaera spp,Knife-nosed chimaeras nei,Rhinochimaeridae,CHIMAERIFORMES
38,1120200201,HCH,Harriotta haeckeli,Smallspine spookfish,Rhinochimaeridae,CHIMAERIFORMES
38,1120200202,HCR,Harriotta raleighana,Pacific longnose chimaera,Rhinochimaeridae,CHIMAERIFORMES
38,11202002XX,HAR,Harriotta spp,Longnose chimaeras,Rhinochimaeridae,CHIMAERIFORMES
38,1120200301,CNN,Neoharriotta pinnata,Sicklefin chimaera,Rhinochimaeridae,CHIMAERIFORMES
38,1120300101,CHB,Callorhinchus milii,Ghost shark,Callorhinchidae,CHIMAERIFORMES
38,1120300102,CHJ,Callorhinchus callorynchus,Plownose chimaera,Callorhinchidae,CHIMAERIFORMES
38,1120300103,CHM,Callorhinchus capensis,Cape elephantfish,Callorhinchidae,CHIMAERIFORMES
38,11203XXXXX,CAH,Callorhinchidae,"Elephantfishes, etc. nei",Callorhinchidae,CHIMAERIFORMES
38,112XXXXXXX,HOL,Chimaeriformes,"Chimaeras, etc. nei",,CHIMAERIFORMES
13,1130100101,CNF,Neoceratodus forsteri,Australian lungfish,Ceratodontidae,CERATODONTIFORMES
13,1140100101,LLP,Lepidosiren paradoxa,South American lungfish,Lepidosirenidae,LEPIDOSIRENIFORMES
34,1150100101,CLC,Latimeria chalumnae,Coelacanth,Latimeriidae,COELACANTHIFORMES
13,1160100101,PPD,Polypterus endlicheri,,Polypteridae,POLYPTERIFORMES
13,1160100102,PPV,Polypterus senegalus,,Polypteridae,POLYPTERIFORMES
13,1160100201,PEC,Erpetoichthys calabaricus,Reedfish,Polypteridae,POLYPTERIFORMES
13,1160200201,PPB,Protopterus aethiopicus,Marbled lungfish,Protopteridae,POLYPTERIFORMES
13,1160200202,PPG,Protopterus annectens,West African lungfish,Protopteridae,POLYPTERIFORMES
13,11602002XX,FLU,Protopterus spp,African lungfishes,Protopteridae,POLYPTERIFORMES
21,1170100101,APU,Acipenser sturio,Sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100102,APG,Acipenser gueldenstaedtii,Danube sturgeon(=Osetr),Acipenseridae,ACIPENSERIFORMES
21,1170100103,AAA,Acipenser naccarii,Adriatic sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100104,APR,Acipenser ruthenus,Sterlet sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100105,APE,Acipenser stellatus,Starry sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100106,AAN,Acipenser nudiventris,Fringebarbel sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100107,AAF,Acipenser fulvescens,Lake sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100108,AAO,Acipenser oxyrinchus,Atlantic sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100109,APN,Acipenser transmontanus,White sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100111,AAY,Acipenser brevirostrum,Shortnose sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100112,APB,Acipenser baerii,Siberian sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100113,AAH,Acipenser schrenckii,Amur sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100114,AAD,Acipenser dabryanus,Yangtze sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100115,AAM,Acipenser medirostris,Green sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100116,AAK,Acipenser mikadoi,Sakhalin sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100117,AAP,Acipenser persicus,Persian sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100118,AAI,Acipenser sinensis,Chinese sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100119,AAU,Acipenser multiscutatus,Japanese sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100401,PHF,Scaphirhynchus platorynchus,Shovelnose sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100402,PHS,Scaphirhynchus albus,Pallid sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100403,QAN,Scaphirhynchus suttkusi,Alabama sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100501,HUH,Huso huso,Beluga,Acipenseridae,ACIPENSERIFORMES
21,1170100502,AHM,Huso dauricus,Kaluga,Acipenseridae,ACIPENSERIFORMES
21,1170100601,PSN,Pseudoscaphirhynchus hermanni,Dwarf sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100602,PSF,Pseudoscaphirhynchus kaufmanni,Amu Darya sturgeon,Acipenseridae,ACIPENSERIFORMES
21,1170100603,QAM,Pseudoscaphirhynchus fedtschenkoi,Syr Darya sturgeon,Acipenseridae,ACIPENSERIFORMES
21,11701XXXXX,STU,Acipenseridae,Sturgeons nei,Acipenseridae,ACIPENSERIFORMES
21,1170200201,PAM,Polyodon spathula,Mississippi paddlefish,Polyodontidae,ACIPENSERIFORMES
21,1170200301,AHG,Psephurus gladius,Chinese swordfish,Polyodontidae,ACIPENSERIFORMES
13,1180100101,AAC,Amia calva,Bowfin,Amiidae,AMIIFORMES
13,1190100101,LLO,Lepisosteus osseus,Longnose gar,Lepisosteidae,LEPISOSTEIFORMES
13,1190100103,LFV,Lepisosteus platyrhincus,Florida gar,Lepisosteidae,LEPISOSTEIFORMES
13,1190100104,LVQ,Lepisosteus platostomus,Shortnose gar,Lepisosteidae,LEPISOSTEIFORMES
13,1190100105,LVT,Lepisosteus oculatus,Spotted gar,Lepisosteidae,LEPISOSTEIFORMES
13,1190100201,LET,Atractosteus tristoechus,Cuban gar,Lepisosteidae,LEPISOSTEIFORMES
13,1190100202,LLS,Atractosteus spatula,Alligator gar,Lepisosteidae,LEPISOSTEIFORMES
13,1190100203,JTP,Atractosteus tropicus,Tropical gar,Lepisosteidae,LEPISOSTEIFORMES
13,11901002XX,LKX,Atractosteus spp,,Lepisosteidae,LEPISOSTEIFORMES
13,11901XXXXX,LXS,Lepisosteidae,Gars nei,Lepisosteidae,LEPISOSTEIFORMES
13,1210400101,SUX,Sundasalanx malleti,,Sundasalangidae,CLUPEIFORMES
35,1210500105,HER,Clupea harengus,Atlantic herring,Clupeidae,CLUPEIFORMES
35,1210500107,HEP,Clupea pallasii,Pacific herring,Clupeidae,CLUPEIFORMES
35,1210500201,CBK,Chirocentrodon bleekerianus,Dogtooth herring,Clupeidae,CLUPEIFORMES
35,1210500501,AGC,Amblygaster clupeoides,Bleeker smoothbelly sardinella,Clupeidae,CLUPEIFORMES
35,1210500502,AGL,Amblygaster leiogaster,Smoothbelly sardinella,Clupeidae,CLUPEIFORMES
35,1210500503,AGS,Amblygaster sirm,Spotted sardinella,Clupeidae,CLUPEIFORMES
24,1210501101,CUI,Alosa caspia,Caspian shad,Clupeidae,CLUPEIFORMES
24,1210501102,SHC,Alosa pontica,Pontic shad,Clupeidae,CLUPEIFORMES
24,1210501103,SHA,Alosa sapidissima,American shad,Clupeidae,CLUPEIFORMES
24,1210501104,ASD,Alosa alosa,Allis shad,Clupeidae,CLUPEIFORMES
24,1210501105,TSD,Alosa fallax,Twaite shad,Clupeidae,CLUPEIFORMES
24,1210501106,ALE,Alosa pseudoharengus,Alewife,Clupeidae,CLUPEIFORMES
24,1210501107,BBH,Alosa aestivalis,Blueback shad,Clupeidae,CLUPEIFORMES
24,1210501108,SHH,Alosa mediocris,Hickory shad,Clupeidae,CLUPEIFORMES
24,1210501109,CUK,Alosa brashnikovi,Caspian marine shad,Clupeidae,CLUPEIFORMES
24,1210501110,CUA,Alosa alabamae,Alabama shad,Clupeidae,CLUPEIFORMES
24,1210501111,CUE,Alosa kessleri,Caspian anadromous shad,Clupeidae,CLUPEIFORMES
24,1210501112,SHE,Alosa maeotica,Black Sea shad,Clupeidae,CLUPEIFORMES
24,1210501113,CUV,Alosa saposhnikovi,Saposhnikovi shad,Clupeidae,CLUPEIFORMES
24,1210501114,CUH,Alosa sphaerocephala,Agrakhan shad,Clupeidae,CLUPEIFORMES
24,12105011XX,SHZ,Alosa spp,Shads nei,Clupeidae,CLUPEIFORMES
24,12105011XX059,SHD,"Alosa alosa, A. fallax",Allis and twaite shads,Clupeidae,CLUPEIFORMES
35,1210501201,SDY,Sardinella brachysoma,Deepbody sardinella,Clupeidae,CLUPEIFORMES
35,1210501202,TWA,Sardinella rouxi,Yellowtail sardinella,Clupeidae,CLUPEIFORMES
35,1210501203,SAG,Sardinella gibbosa,Goldstripe sardinella,Clupeidae,CLUPEIFORMES
35,1210501204,IOS,Sardinella longiceps,Indian oil sardine,Clupeidae,CLUPEIFORMES
35,1210501205,SDM,Sardinella melanura,Blacktip sardinella,Clupeidae,CLUPEIFORMES
35,1210501208,FRS,Sardinella fimbriata,Fringescale sardinella,Clupeidae,CLUPEIFORMES
35,1210501209,SDI,Sardinella sindensis,Sind sardinella,Clupeidae,CLUPEIFORMES
35,1210501210,SAA,Sardinella aurita,Round sardinella,Clupeidae,CLUPEIFORMES
35,1210501211,SDN,Sardinella neglecta,East African sardinella,Clupeidae,CLUPEIFORMES
35,1210501216,SDJ,Sardinella jussieui,Mauritian sardinella,Clupeidae,CLUPEIFORMES
35,1210501217,SAE,Sardinella maderensis,Madeiran sardinella,Clupeidae,CLUPEIFORMES
35,1210501218,SDB,Sardinella albella,White sardinella,Clupeidae,CLUPEIFORMES
35,1210501222,JSS,Sardinella zunasi,Japanese sardinella,Clupeidae,CLUPEIFORMES
35,1210501223,SAM,Sardinella lemuru,Bali sardinella,Clupeidae,CLUPEIFORMES
35,1210501224,BSR,Sardinella brasiliensis,Brazilian sardinella,Clupeidae,CLUPEIFORMES
35,1210501225,FJS,Sardinella fijiense,Fiji sardinella,Clupeidae,CLUPEIFORMES
35,12105012XX,SIX,Sardinella spp,Sardinellas nei,Clupeidae,CLUPEIFORMES
35,1210501301,JAP,Sardinops melanostictus,Japanese pilchard,Clupeidae,CLUPEIFORMES
35,1210501302,CPI,Sardinops caeruleus,California pilchard,Clupeidae,CLUPEIFORMES
35,1210501303,CHP,Sardinops sagax,South American pilchard,Clupeidae,CLUPEIFORMES
35,1210501305,PIA,Sardinops ocellatus,Southern African pilchard,Clupeidae,CLUPEIFORMES
35,1210501309,SRP,Sardinops neopilchardus,Australian pilchard,Clupeidae,CLUPEIFORMES
24,1210501401,CKT,Caspialosa curensis,Kura shad,Clupeidae,CLUPEIFORMES
24,12105014XX,ASP,Caspialosa spp,Caspian shads,Clupeidae,CLUPEIFORMES
13,1210501601,SIA,Stolothrissa tanganicae,Lake Tanganyika sprat,Clupeidae,CLUPEIFORMES
24,1210501801,SHG,Dorosoma cepedianum,American gizzard shad,Clupeidae,CLUPEIFORMES
24,1210501802,CDA,Dorosoma petenense,Threadfin shad,Clupeidae,CLUPEIFORMES
24,12105018XX,DQX,Dorosoma spp,,Clupeidae,CLUPEIFORMES
13,1210502001,RIA,Rhinosardinia amazonica,Amazon spinejaw sprat,Clupeidae,CLUPEIFORMES
13,1210502101,OXL,Odaxothrissa losera,Losera fangtooth pellonuline,Clupeidae,CLUPEIFORMES
13,1210502201,PLO,Pellonula leonensis,Smalltoothed pellonula,Clupeidae,CLUPEIFORMES
13,1210502202,OZY,Pellonula vorax,Bigtoothed pellonula,Clupeidae,CLUPEIFORMES
24,1210502301,CHG,Anodontostoma chacunda,Chacunda gizzard shad,Clupeidae,CLUPEIFORMES
35,1210502401,MHS,Brevoortia aurea,Brazilian menhaden,Clupeidae,CLUPEIFORMES
35,1210502402,MHP,Brevoortia pectinata,Argentine menhaden,Clupeidae,CLUPEIFORMES
35,1210502403,MHA,Brevoortia tyrannus,Atlantic menhaden,Clupeidae,CLUPEIFORMES
35,1210502404,MHG,Brevoortia patronus,Gulf menhaden,Clupeidae,CLUPEIFORMES
35,1210502405,MHT,Brevoortia smithi,Yellowfin menhaden,Clupeidae,CLUPEIFORMES
35,12105024XX,MVX,Brevoortia spp,Menhadens nei,Clupeidae,CLUPEIFORMES
13,1210502501,CUO,Clupeoides borneensis,Borneo river sprat,Clupeidae,CLUPEIFORMES
13,1210502801,CLK,Corica soborna,Ganges river sprat,Clupeidae,CLUPEIFORMES
35,1210502901,RAS,Dussumieria acuta,Rainbow sardine,Clupeidae,CLUPEIFORMES
35,1210502902,RAL,Dussumieria elopsoides,Slender rainbow sardine,Clupeidae,CLUPEIFORMES
35,12105029XX,RWA,Dussumieria spp,Rainbow sardines nei,Clupeidae,CLUPEIFORMES
35,1210503002,BOA,Ethmalosa fimbriata,Bonga shad,Clupeidae,CLUPEIFORMES
35,1210503101,RRH,Etrumeus teres,Red-eye round herring,Clupeidae,CLUPEIFORMES
35,1210503104,WRR,Etrumeus whiteheadi,Whitehead's round herring,Clupeidae,CLUPEIFORMES
24,1210503202,CGI,Gonialosa manmina,Ganges river gizzard shad,Clupeidae,CLUPEIFORMES
24,1210503203,CGD,Gonialosa modesta,Burmese river gizzard shad,Clupeidae,CLUPEIFORMES
35,1210503303,HCC,Harengula clupeola,False herring,Clupeidae,CLUPEIFORMES
35,1210503304,HCU,Harengula humeralis,Redear herring,Clupeidae,CLUPEIFORMES
35,1210503307,HCT,Harengula thrissina,Pacific flatiron herring,Clupeidae,CLUPEIFORMES
35,1210503308,HCG,Harengula jaguana,Scaled herring,Clupeidae,CLUPEIFORMES
35,12105033XX,SAS,Harengula spp,Scaled sardines,Clupeidae,CLUPEIFORMES
24,1210503405,HIX,Hilsa kelee,Kelee shad,Clupeidae,CLUPEIFORMES
35,1210503601,CJL,Jenkinsia lamprotaenia,Dwarf round herring,Clupeidae,CLUPEIFORMES
35,1210503602,CJS,Jenkinsia stolifera,Florida round herring,Clupeidae,CLUPEIFORMES
24,1210503801,HIL,Tenualosa ilisha,Hilsa shad,Clupeidae,CLUPEIFORMES
24,1210503802,THT,Tenualosa thibaudeaui,Laotian shad,Clupeidae,CLUPEIFORMES
24,1210503803,REE,Tenualosa reevesii,Reeves shad,Clupeidae,CLUPEIFORMES
24,1210503804,TOL,Tenualosa toli,Toli shad,Clupeidae,CLUPEIFORMES
24,1210503805,TWN,Tenualosa macrura,Longtail shad,Clupeidae,CLUPEIFORMES
24,1210504001,CNS,Nematalosa nasus,Bloch's gizzard shad,Clupeidae,CLUPEIFORMES
24,1210504002,NCO,Nematalosa come,Western Pacific gizzard shad,Clupeidae,CLUPEIFORMES
24,1210504003,CNE,Nematalosa erebi,Australian river gizzard shad,Clupeidae,CLUPEIFORMES
24,1210504004,CNJ,Nematalosa japonica,Japanese gizzard shad,Clupeidae,CLUPEIFORMES
35,1210504201,THP,Opisthonema libertate,Pacific thread herring,Clupeidae,CLUPEIFORMES
35,1210504202,THA,Opisthonema oglinum,Atlantic thread herring,Clupeidae,CLUPEIFORMES
35,1210504203,OPU,Opisthonema bulleri,Slender thread herring,Clupeidae,CLUPEIFORMES
35,1210504204,OPM,Opisthonema medirastre,Middling thread herring,Clupeidae,CLUPEIFORMES
35,12105042XX,THX,Opisthonema spp,Thread herrings nei,Clupeidae,CLUPEIFORMES
35,1210504901,SRH,Spratelloides gracilis,Silver-stripe round herring,Clupeidae,CLUPEIFORMES
35,1210504902,SPD,Spratelloides delicatulus,Delicate round herring,Clupeidae,CLUPEIFORMES
13,1210505301,CUY,Cynothrissa ansorgii,Ansorge fangtooth pellonuline,Clupeidae,CLUPEIFORMES
13,1210505302,CUM,Cynothrissa mento,Nigerian fangtooth pellonuline,Clupeidae,CLUPEIFORMES
24,1210505601,CGH,Gudusia chapra,Indian river shad,Clupeidae,CLUPEIFORMES
24,1210505803,DAS,Clupanodon thrissa,Chinese gizzard shad,Clupeidae,CLUPEIFORMES
24,1210505901,CLA,Clupeonella cultriventris,Black and Caspian Sea sprat,Clupeidae,CLUPEIFORMES
